Sample	Area	Household	Season	Individual	Type	Room	Region	Footage	No_Occupant	Under_18	Cleaning_Week	Cooking_Week	Pets	Floor	Latitude	Longitude	Windows_Winter	Windows_Spring	RelativeHumidity_AM_Winter	RelativeHumidity_PM_Winter	Temp_AM_Winter	Temp_PM_Winter	RelativeHumidity_AM_Spring	RelativeHumidity_PM_Spring	Temp_AM_Spring	Temp_PM_Spring	SurfaceTouchFrequency	SurfaceDeposition
HHb2TFBWINT	Toilet Flush Button	Hung Hom B	Winter	NA	Surface	Bathroom	Kowloon	650	2	0	2	5	Pet	Wood	22.307303	114.192191	Open	Closed	72.4	73	20.4	19.9	82.6	87.4	24.2	24.9	High	Low
KT1BRWINT	Bedroom	Kwun Tong	Winter	NA	Air	Bedroom	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT1KCWINT	Kitchen	Kwun Tong	Winter	NA	Air	Kitchen	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT1LRWINT	Living Room	Kwun Tong	Winter	NA	Air	Living Room	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT1TLWINT	Toilet	Kwun Tong	Winter	NA	Air	Bathroom	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT2BHBWINT	Bed Headboard	Kwun Tong	Winter	NA	Surface	Bedroom	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	High	Low
KT2BLKWINT	Blanket	Kwun Tong	Winter	NA	Surface	Bedroom	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	High	High
KT2FDSWINT	Fridge Door Seal	Kwun Tong	Winter	NA	Surface	Kitchen	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	Low	Low
KT2KVTWINT	Kitchen Ventilator	Kwun Tong	Winter	NA	Surface	Kitchen	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	Low	High
KT2RMCWINT	Remote Control	Kwun Tong	Winter	NA	Surface	Living Room	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	High	Low
KT2SCRWINT	TV Screen	Kwun Tong	Winter	NA	Surface	Living Room	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	Low	High
KT2SWCWINT	Shower Curtain	Kwun Tong	Winter	NA	Surface	Bathroom	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	High	Low
KT2TFBWINT	Toilet Flush Button	Kwun Tong	Winter	NA	Surface	Bathroom	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	High	Low
KT3zFOHWINT	Forehead	Kwun Tong	Winter	Kwun Tong z	Skin	NA	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT3zLFWINT	Left Forearm	Kwun Tong	Winter	Kwun Tong z	Skin	NA	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT3zLPWINT	Left Palm	Kwun Tong	Winter	Kwun Tong z	Skin	NA	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT3zRFWINT	Right Forearm	Kwun Tong	Winter	Kwun Tong z	Skin	NA	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
KT3zRPWINT	Right Palm	Kwun Tong	Winter	Kwun Tong z	Skin	NA	Kowloon	350	1	0	7	21	No Pet	Wood	22.312576	114.228123	Closed	Open	55.3	43.9	19.8	19.3	80	75.9	26.5	27.4	NA	NA
MOS1BRWINT	Bedroom	Ma On Shan	Winter	NA	Air	Bedroom	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS1KCWINT	Kitchen	Ma On Shan	Winter	NA	Air	Kitchen	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS1LRWINT	Living Room	Ma On Shan	Winter	NA	Air	Living Room	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS1TLWINT	Toilet	Ma On Shan	Winter	NA	Air	Bathroom	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS2BHBWINT	Bed Headboard	Ma On Shan	Winter	NA	Surface	Bedroom	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	High	Low
MOS2BLKWINT	Blanket	Ma On Shan	Winter	NA	Surface	Bedroom	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	High	High
MOS2FDSWINT	Fridge Door Seal	Ma On Shan	Winter	NA	Surface	Kitchen	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	Low	Low
MOS2KVTWINT	Kitchen Ventilator	Ma On Shan	Winter	NA	Surface	Kitchen	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	Low	High
MOS2RMCWINT	Remote Control	Ma On Shan	Winter	NA	Surface	Living Room	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	High	Low
MOS2SCRWINT	TV Screen	Ma On Shan	Winter	NA	Surface	Living Room	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	Low	High
MOS2SWCWINT	Shower Curtain	Ma On Shan	Winter	NA	Surface	Bathroom	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	High	Low
MOS2TFBWINT	Toilet Flush Button	Ma On Shan	Winter	NA	Surface	Bathroom	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	High	Low
MOS3wFOHWINT	Forehead	Ma On Shan	Winter	Ma On Shan w	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3wLFWINT	Left Forearm	Ma On Shan	Winter	Ma On Shan w	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3wLPWINT	Left Palm	Ma On Shan	Winter	Ma On Shan w	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3wRFWINT	Right Forearm	Ma On Shan	Winter	Ma On Shan w	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3wRPWINT	Right Palm	Ma On Shan	Winter	Ma On Shan w	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3xFOHWINT	Forehead	Ma On Shan	Winter	Ma On Shan x	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3xLFWINT	Left Forearm	Ma On Shan	Winter	Ma On Shan x	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3xLPWINT	Left Palm	Ma On Shan	Winter	Ma On Shan x	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3xRFWINT	Right Forearm	Ma On Shan	Winter	Ma On Shan x	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3xRPWINT	Right Palm	Ma On Shan	Winter	Ma On Shan x	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3yFOHWINT	Forehead	Ma On Shan	Winter	Ma On Shan y	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3yLFWINT	Left Forearm	Ma On Shan	Winter	Ma On Shan y	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3yLPWINT	Left Palm	Ma On Shan	Winter	Ma On Shan y	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3yRFWINT	Right Forearm	Ma On Shan	Winter	Ma On Shan y	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
MOS3yRPWINT	Right Palm	Ma On Shan	Winter	Ma On Shan y	Skin	NA	New Territories	340	4	0	7	14	No Pet	Tile	22.422551	114.226197	Closed	Closed	84.6	77.4	19.8	20.1	73.8	77.4	24.8	23	NA	NA
QB1BRWINT	Bedroom	Quarry Bay	Winter	NA	Air	Bedroom	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB1KCWINT	Kitchen	Quarry Bay	Winter	NA	Air	Kitchen	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB1LRWINT	Living Room	Quarry Bay	Winter	NA	Air	Living Room	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB1TLWINT	Toilet	Quarry Bay	Winter	NA	Air	Bathroom	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB2BHBWINT	Bed Headboard	Quarry Bay	Winter	NA	Surface	Bedroom	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	High	Low
QB2BLKWINT	Blanket	Quarry Bay	Winter	NA	Surface	Bedroom	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	High	High
QB2FDSWINT	Fridge Door Seal	Quarry Bay	Winter	NA	Surface	Kitchen	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	Low	Low
QB2KVTWINT	Kitchen Ventilator	Quarry Bay	Winter	NA	Surface	Kitchen	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	Low	High
QB2RMCWINT	Remote Control	Quarry Bay	Winter	NA	Surface	Living Room	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	High	Low
QB2SCRWINT	TV Screen	Quarry Bay	Winter	NA	Surface	Living Room	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	Low	High
QB2SWCWINT	Shower Curtain	Quarry Bay	Winter	NA	Surface	Bathroom	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	High	Low
QB2TFBWINT	Toilet Flush Button	Quarry Bay	Winter	NA	Surface	Bathroom	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	High	Low
QB3XFOHWINT	Forehead	Quarry Bay	Winter	Quarry Bay x	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3XLFWINT	Left Forearm	Quarry Bay	Winter	Quarry Bay x	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3XLPWINT	Left Palm	Quarry Bay	Winter	Quarry Bay x	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3XRFWINT	Right Forearm	Quarry Bay	Winter	Quarry Bay x	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3XRPWINT	Right Palm	Quarry Bay	Winter	Quarry Bay x	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3YFOHWINT	Forehead	Quarry Bay	Winter	Quarry Bay y	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3YLFWINT	Left Forearm	Quarry Bay	Winter	Quarry Bay y	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3YLPWINT	Left Palm	Quarry Bay	Winter	Quarry Bay y	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3YRFWINT	Right Forearm	Quarry Bay	Winter	Quarry Bay y	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3YRPWINT	Right Palm	Quarry Bay	Winter	Quarry Bay y	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3ZFOHWINT	Forehead	Quarry Bay	Winter	Quarry Bay z	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3ZLFWINT	Left Forearm	Quarry Bay	Winter	Quarry Bay z	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3ZLPWINT	Left Palm	Quarry Bay	Winter	Quarry Bay z	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3ZRFWINT	Right Forearm	Quarry Bay	Winter	Quarry Bay z	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
QB3ZRPWINT	Right Palm	Quarry Bay	Winter	Quarry Bay z	Skin	NA	Island	888	3	0	7	7	Pet	Tile	22.289627	114.210341	Open	Closed	50.2	50.9	20.1	18.7	83.4	84	25	25.3	NA	NA
STW1BRWINT	Bedroom	Sha Tin Wai	Winter	NA	Air	Bedroom	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW1KCWINT	Kitchen	Sha Tin Wai	Winter	NA	Air	Kitchen	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW1LRWINT	Living Room	Sha Tin Wai	Winter	NA	Air	Living Room	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW1TLWINT	Toilet	Sha Tin Wai	Winter	NA	Air	Bathroom	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW2BHBWINT	Bed Headboard	Sha Tin Wai	Winter	NA	Surface	Bedroom	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	High	Low
STW2BLKWINT	Blanket	Sha Tin Wai	Winter	NA	Surface	Bedroom	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	High	High
STW2FDSWINT	Fridge Door Seal	Sha Tin Wai	Winter	NA	Surface	Kitchen	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	Low	Low
STW2KVTWINT	Kitchen Ventilator	Sha Tin Wai	Winter	NA	Surface	Kitchen	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	Low	High
STW2RMCWINT	Remote Control	Sha Tin Wai	Winter	NA	Surface	Living Room	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	High	Low
STW2SCRWINT	TV Screen	Sha Tin Wai	Winter	NA	Surface	Living Room	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	Low	High
STW2SWCWINT	Shower Curtain	Sha Tin Wai	Winter	NA	Surface	Bathroom	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	High	Low
STW2TFBWINT	Toilet Flush Button	Sha Tin Wai	Winter	NA	Surface	Bathroom	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	High	Low
STW3xFOHWINT	Forehead	Sha Tin Wai	Winter	Sha Tin Wai x	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3xLFWINT	Left Forearm	Sha Tin Wai	Winter	Sha Tin Wai x	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3xLPWINT	Left Palm	Sha Tin Wai	Winter	Sha Tin Wai x	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3xRFWINT	Right Forearm	Sha Tin Wai	Winter	Sha Tin Wai x	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3xRPWINT	Right Palm	Sha Tin Wai	Winter	Sha Tin Wai x	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3yFOHWINT	Forehead	Sha Tin Wai	Winter	Sha Tin Wai y	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3yLFWINT	Left Forearm	Sha Tin Wai	Winter	Sha Tin Wai y	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3yLPWINT	Left Palm	Sha Tin Wai	Winter	Sha Tin Wai y	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3yRFWINT	Right Forearm	Sha Tin Wai	Winter	Sha Tin Wai y	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
STW3yRPWINT	Right Palm	Sha Tin Wai	Winter	Sha Tin Wai y	Skin	NA	New Territories	700	3	0	7	4	Pet	Tile	22.37303	114.195228	Open	Open	55.4	33.6	17	17.9	83.5	81.5	25.4	26	NA	NA
SW1BRWINT	Bedroom	Sai Wan	Winter	NA	Air	Bedroom	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW1KCWINT	Kitchen	Sai Wan	Winter	NA	Air	Kitchen	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW1LRWINT	Living Room	Sai Wan	Winter	NA	Air	Living Room	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW1TLWINT	Toilet	Sai Wan	Winter	NA	Air	Bathroom	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW2BHBWINT	Bed Headboard	Sai Wan	Winter	NA	Surface	Bedroom	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	High	Low
SW2BLKWINT	Blanket	Sai Wan	Winter	NA	Surface	Bedroom	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	High	High
SW2FDSWINT	Fridge Door Seal	Sai Wan	Winter	NA	Surface	Kitchen	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	Low	Low
SW2KVTWINT	Kitchen Ventilator	Sai Wan	Winter	NA	Surface	Kitchen	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	Low	High
SW2RMCWINT	Remote Control	Sai Wan	Winter	NA	Surface	Living Room	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	High	Low
SW2SCRWINT	TV Screen	Sai Wan	Winter	NA	Surface	Living Room	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	Low	High
SW2SWCWINT	Shower Curtain	Sai Wan	Winter	NA	Surface	Bathroom	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	High	Low
SW2TFBWINT	Toilet Flush Button	Sai Wan	Winter	NA	Surface	Bathroom	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	High	Low
SW3yFOHWINT	Forehead	Sai Wan	Winter	Sai Wan y	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3yLFWINT	Left Forearm	Sai Wan	Winter	Sai Wan y	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3yLPWINT	Left Palm	Sai Wan	Winter	Sai Wan y	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3yRFWINT	Right Forearm	Sai Wan	Winter	Sai Wan y	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3yRPWINT	Right Palm	Sai Wan	Winter	Sai Wan y	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3zFOHWINT	Forehead	Sai Wan	Winter	Sai Wan z	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3zLFWINT	Left Forearm	Sai Wan	Winter	Sai Wan z	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3zLPWINT	Left Palm	Sai Wan	Winter	Sai Wan z	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3zRFWINT	Right Forearm	Sai Wan	Winter	Sai Wan z	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
SW3zRPWINT	Right Palm	Sai Wan	Winter	Sai Wan z	Skin	NA	Island	650	2	0	1	3	No Pet	Wood	22.287412	114.133075	Open	Closed	57.8	50.6	19.9	20.8	81.2	83.1	23.6	21	NA	NA
